BARCODE,ITEM,EXPIRE DATE,ITEM TYPE,BRAND,SALES GROUP,SUPPLIER,COST,SELL PRICE,EFFECTIVE DATE,AVAILABLE,ON HAND
748485804057,Giniling 100g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485804170,Giniling 150g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485804064,Giniling 250g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485800493,Vienna Ssg 260g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485801803,Corned Beef 100g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485800431,Corned Beef 150g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485800035,Corned Beef 260g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485801261,Meat Loaf 100g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485800233,Meat Loaf 170g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485801490,Meat Loaf 150g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485800011,Corned Beef 175g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
748485801445,Meat Loaf Tocino 170g,,,Argentina,Retail,New Staple,0,0,2023-10-30,0,0
4808887011852,Corned Beef 150g,,,Star,Retail,Alindogan,0,0,2023-10-30,0,0
4808887012422,Carne Norte H&S 150g,,,Bongga,Retail,Alindogan,0,0,2023-10-30,0,0
6902131112925,Luncheon Meat 397g,,,Maling,Retail,Alindogan,0,0,2023-10-30,0,0
6902131112918,Luncheon Meat 170g,,,Maling,Retail,Alindogan,0,0,2023-10-30,0,0
4808887030037,Luncheon Meat 350g,,,Purefoods,Retail,Alindogan,0,0,2023-10-30,0,0
4808887030204,Luncheon Meat 165g,,,Purefoods,Retail,Alindogan,0,0,2023-10-30,0,0
748485200019,SRDNS Reg 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700021,Tuna Afritada 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700083,Tuna FIO 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700014,Tuna Adobo 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485200026,SRDNS Hot 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700649,Tuna Afritada 110g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700656,Tuna Caldereta 110g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700038,Tuna Caldereta 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801162,Carne Norte 175g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700052,Tuna H&S 155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
4808887010015,Corned Beef 210g,,,Purefoods,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808887010077,Corned Beef 150g,,,Purefoods,Wholesale,Alindogan,0,0,2023-10-30,0,0
748485900070,Tuna Adobo 175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900087,Tuna H&S 175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900049,Tuna Mechado 175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900094,Tuna FIO 175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900056,Tuna Afritada 175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900032,Tuna Caldereta 175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485201887,SRDNS Reg 155g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485201894,SRDNS H&S 155g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100401,Tuna FIO 155g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485102245,Tuna FIO 95g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485102252,Tuna H&S 95g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801728,Carne Norte 150g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800264,Carne Norte 150g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485803951,Carne Norte 210g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
4800527123055,SRDNS HC 155g,,,Young's Town,Wholesale,MTC,0,0,2023-10-30,0,0
4800527629083,SRDNS Reg 155g,,,Young's Town,Wholesale,MTC,0,0,2023-10-30,0,0
748485801469,Carne Norte 100g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100418,Tuna H&S 155g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802824,Carne Norte 260g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
4800193101135,SRDNS Reg 155g,,,King Cup,Wholesale,MTC,0,0,2023-10-30,0,0
4800193101142,SRDNS Chili 155g,,,King Cup,Wholesale,MTC,0,0,2023-10-30,0,0
748485800721,Carne Norte 100g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
4800249909395,Karne Norte 100g,,,CDO,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249908237,Karne Norte 175g,,,CDO,Wholesale,Ultimate,0,0,2023-10-30,0,0
748485804057,Giniling 100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485804170,Giniling 150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485804064,Giniling 250g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800493,Vienna Ssg 260g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801803,Corned Beef 100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800431,Corned Beef 150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800035,Corned Beef 260g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801261,Meat Loaf 100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800233,Meat Loaf 170g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801490,Meat Loaf 150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800011,Corned Beef 175g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801445,Meat Loaf Tocino 170g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
4808887011852,Corned Beef 150g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808887012422,Carne Norte H&S 150g,,,Bongga,Wholesale,Alindogan,0,0,2023-10-30,0,0
6902131112925,Luncheon Meat 397g,,,Maling,Wholesale,Alindogan,0,0,2023-10-30,0,0
6902131112918,Luncheon Meat 170g,,,Maling,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808887030037,Luncheon Meat 350g,,,Purefoods,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808887030204,Luncheon Meat 165g,,,Purefoods,Wholesale,Alindogan,0,0,2023-10-30,0,0
748485200019,SRDNS Reg 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700021,Tuna Afritada 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700083,Tuna FIO 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700014,Tuna Adobo 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485200026,SRDNS Hot 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700649,Tuna Afritada 6x110g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700656,Tuna Caldereta 6x110g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700038,Tuna Caldereta 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801162,Carne Norte 6x175g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700052,Tuna H&S 6x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900070,Tuna Adobo 6x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900087,Tuna H&S 6x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900049,Tuna Mechado 6x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900094,Tuna FIO 6x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900056,Tuna Afritada 6x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900032,Tuna Caldereta 6x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485201887,SRDNS Reg 6x155g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485201894,SRDNS H&S 6x155g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100401,Tuna FIO 6x155g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485102245,Tuna FIO 6x95g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485102252,Tuna H&S 6x95g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801728,Carne Norte 6x150g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800264,Carne Norte 6x150g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485803951,Carne Norte 6x210g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
4800527123055,SRDNS HC 6x155g,,,Young's Town,Wholesale,MTC,0,0,2023-10-30,0,0
4800527629083,SRDNS Reg 6x155g,,,Young's Town,Wholesale,MTC,0,0,2023-10-30,0,0
748485801469,Carne Norte 6x100g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100418,Tuna H&S 6x155g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802824,Carne Norte 6x260g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
4800193101135,SRDNS Reg 6x155g,,,King Cup,Wholesale,MTC,0,0,2023-10-30,0,0
4800193101142,SRDNS Chili 6x155g,,,King Cup,Wholesale,MTC,0,0,2023-10-30,0,0
748485800721,Carne Norte 6x100g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
4800249909395,Karne Norte 6x100g,,,CDO,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249908237,Karne Norte 6x175g,,,CDO,Wholesale,Ultimate,0,0,2023-10-30,0,0
748485804057,Giniling 6x100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485804170,Giniling 6x150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485804064,Giniling 6x250g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800493,Vienna Ssg 6x260g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801803,Corned Beef 6x100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800431,Corned Beef 6x150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800035,Corned Beef 6x260g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801261,Meat Loaf 6x100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800233,Meat Loaf 6x170g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801490,Meat Loaf 6x150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800011,Corned Beef 6x175g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801445,Meat Loaf Tocino 6x170g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
4808887011852,Corned Beef 6x150g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808887012422,Carne Norte H&S 6x150g,,,Bongga,Wholesale,Alindogan,0,0,2023-10-30,0,0
748485200019,SRDNS Reg 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700021,Tuna Afritada 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700083,Tuna FIO 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700014,Tuna Adobo 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485200026,SRDNS Hot 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700649,Tuna Afritada 12x110g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700656,Tuna Caldereta 12x110g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700038,Tuna Caldereta 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801162,Carne Norte 12x175g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485700052,Tuna H&S 12x155g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900070,Tuna Adobo 12x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900087,Tuna H&S 12x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900049,Tuna Mechado 12x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900094,Tuna FIO 12x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900056,Tuna Afritada 12x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485900032,Tuna Caldereta 12x175g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485201887,SRDNS Reg 12x155g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485201894,SRDNS H&S 12x155g,,,Fresca,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100401,Tuna FIO 12x155g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485102245,Tuna FIO 12x95g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485102252,Tuna H&S 12x95g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801728,Carne Norte 12x150g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800264,Carne Norte 12x150g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
748485803951,Carne Norte 12x210g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
4800527123055,SRDNS HC 12x155g,,,Young's Town,Wholesale,MTC,0,0,2023-10-30,0,0
4800527629083,SRDNS Reg 12x155g,,,Young's Town,Wholesale,MTC,0,0,2023-10-30,0,0
748485801469,Carne Norte 12x100g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100418,Tuna H&S 12x155g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802824,Carne Norte 12x260g,,,Lucky 7,Wholesale,New Staple,0,0,2023-10-30,0,0
4800193101135,SRDNS Reg 12x155g,,,King Cup,Wholesale,MTC,0,0,2023-10-30,0,0
4800193101142,SRDNS Chili 12x155g,,,King Cup,Wholesale,MTC,0,0,2023-10-30,0,0
748485800721,Carne Norte 12x100g,,,555,Wholesale,New Staple,0,0,2023-10-30,0,0
4800249909395,Karne Norte 12x100g,,,CDO,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249908237,Karne Norte 12x175g,,,CDO,Wholesale,Ultimate,0,0,2023-10-30,0,0
748485804057,Giniling 12x100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485804170,Giniling 12x150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485804064,Giniling 12x250g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800493,Vienna Ssg 12x260g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801803,Corned Beef 12x100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800431,Corned Beef 12x150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800035,Corned Beef 12x260g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801261,Meat Loaf 12x100g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800233,Meat Loaf 12x170g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801490,Meat Loaf 12x150g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485800011,Corned Beef 12x175g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
748485801445,Meat Loaf Tocino 12x170g,,,Argentina,Wholesale,New Staple,0,0,2023-10-30,0,0
4808887011852,Corned Beef 12x150g,,,Star,Wholesale,Alindogan,0,0,2023-10-30,0,0
4808887012422,Carne Norte H&S 12x150g,,,Bongga,Wholesale,Alindogan,0,0,2023-10-30,0,0
4806014096017,Green Peas 425g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014000762,Mushrooms Whole 400g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014000144,WCorn Kernels 425g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014000137,CCorn Sweet 425g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014000779,Mushrooms P&S 400g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014099247,Garbanzos 425g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014099230,Garbanzos 225g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014001424,Mushrooms P&S 198g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014092828,Salted BB 180g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4806014092811,Green Peas 155g,,,Jolly,Retail,New Staple,0,0,2023-10-30,0,0
4800022100018,Pork & Beans 230g,,,Hunts,Retail,New Staple,0,0,2023-10-30,0,0
4801668607480,Whole Mushroom 198g,,,UFC,Retail,Bonheur,0,0,2023-10-30,0,0
4800017920904,Dry Peas 155g,,,Sevilla,Retail,MTC,0,0,2023-10-30,0,0
4800022100070,Pork & Beans 175g,,,Hunts,Retail,New Staple,0,0,2023-10-30,0,0
4806504710119,SRDNS Reg 155g,,,Mega,Retail,Nucam,0,0,2023-10-30,0,0
4806504710126,SRDNS Chili 155g,,,Mega,Retail,Nucam,0,0,2023-10-30,0,0
4806504710928,Corned SRDNS Chili 155g,,,Mega,Retail,Nucam,0,0,2023-10-30,0,0
4806504710911,Corned SRDNS Reg 155g,,,Mega,Retail,Nucam,0,0,2023-10-30,0,0
4800163443043,SRDNS Reg 155g,,,Ligo,Retail,MTC,0,0,2023-10-30,0,0
4800163443036,SRDNS Chili 155g,,,Ligo,Retail,MTC,0,0,2023-10-30,0,0
4806503244080,SRDNS Reg 155g,,,Family's,Retail,JY Brothers,0,0,2023-10-30,0,0
4806503244097,SRDNS Chili 155g,,,Family's,Retail,JY Brothers,0,0,2023-10-30,0,0
4800249006612,Corned Tuna Reg 150g,,,San Marino,Retail,Ultimate,0,0,2023-10-30,0,0
4800249006599,Corned Tuna Reg 100g,,,San Marino,Retail,Ultimate,0,0,2023-10-30,0,0
4800249006674,Corned Tuna Chili 180g,,,San Marino,Retail,Ultimate,0,0,2023-10-30,0,0
4800249006650,Corned Tuna Reg 180g,,,San Marino,Retail,Ultimate,0,0,2023-10-30,0,0
4800249006636,Corned Tuna Chili 150g,,,San Marino,Retail,Ultimate,0,0,2023-10-30,0,0
748485100081,Tuna FIO 180g,,,Century,Retail,New Staple,0,0,2023-10-30,0,0
4808887291322,Mechado 155g,,,Ulam King,Retail,Alindogan,0,0,2023-10-30,0,0
4808887291247,Caldereta 155g,,,Ulam King,Retail,Alindogan,0,0,2023-10-30,0,0
748485100098,Tuna H&S 180g,,,Century,Retail,New Staple,0,0,2023-10-30,0,0
4800249010091,Corned Tuna Chili 100g,,,San Marino,Retail,Ultimate,0,0,2023-10-30,0,0
748485802220,Mechado 155g,,,Wow Ulam,Retail,New Staple,0,0,2023-10-30,0,0
748485802077,Afritada 155g,,,Wow Ulam,Retail,New Staple,0,0,2023-10-30,0,0
748485802060,Adobo 155g,,,Wow Ulam,Retail,New Staple,0,0,2023-10-30,0,0
748485802084,Caldereta 155g,,,Wow Ulam,Retail,New Staple,0,0,2023-10-30,0,0
748485802091,Lechon Paksiw 155g,,,Wow Ulam,Retail,New Staple,0,0,2023-10-30,0,0
748485802381,Menudo 155g,,,Wow Ulam,Retail,New Staple,0,0,2023-10-30,0,0
748485401225,Kremdensada 410ml,,,Angel,Retail,,0,0,2023-10-30,0,0
748485400808,Condensada 380g,,,Angel,Retail,,0,0,2023-10-30,0,0
4800575144910,Condensarap 374g,,,Cowbell,Retail,Alaska,0,0,2023-10-30,0,0
748485400716,Evaporada 410ml,,,Angel,Retail,,0,0,2023-10-30,0,0
4800575144958,Evapsarap 360ml,,,Cowbell,Retail,Alaska,0,0,2023-10-30,0,0
4800575890787,Condensada 206g,,,Cowbell,Retail,Alaska,0,0,2023-10-30,0,0
4806516762632,CC Ube 390g,,,Jersey,Retail,DRRT,0,0,2023-10-30,0,0
4806516762441,CC Buko Pandan 390g,,,Jersey,Retail,DRRT,0,0,2023-10-30,0,0
4806516761888,CC Reg 390g,,,Jersey,Retail,DRRT,0,0,2023-10-30,0,0
4806014098059,Condensada 390g,,,Jollycow,Retail,New Staple,0,0,2023-10-30,0,0
9555513203017,Evaporada 370ml,,,Jersey,Retail,DRRT,0,0,2023-10-30,0,0
4800575140370,Evaporada 360ml,,,Alaska,Retail,Alaska,0,0,2023-10-30,0,0
4800575140158,Evaporada 140ml,,,Alaska,Retail,Alaska,0,0,2023-10-30,0,0
4800575130302,Condensada 370g,,,Alaska,Retail,Alaska,0,0,2023-10-30,0,0
4800575130166,Condensada 160ml,,,Alaska,Retail,Alaska,0,0,2023-10-30,0,0
4800575144095,Condensada Ube 380g,,,Alaska,Retail,Alaska,0,0,2023-10-30,0,0
4800575120303,Condensed Classic 300ml,,,Alaska,Retail,Alaska,0,0,2023-10-30,0,0
4805885172004,Liver Spread 230g,,,Reno,Retail,,0,0,2023-10-30,0,0
4805885171007,Liver Spread 85g,,,Reno,Retail,,0,0,2023-10-30,0,0
4806014096017,Green Peas 425g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014000762,Mushrooms Whole 400g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014000144,WCorn Kernels 425g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014000137,CCorn Sweet 425g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014000779,Mushrooms P&S 400g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014099247,Garbanzos 425g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014099230,Garbanzos 225g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014001424,Mushrooms P&S 198g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014092828,Salted BB 180g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4806014092811,Green Peas 155g,,,Jolly,Wholesale,New Staple,0,0,2023-10-30,0,0
4800022100018,Pork & Beans 230g,,,Hunts,Wholesale,New Staple,0,0,2023-10-30,0,0
4801668607480,Whole Mushroom 198g,,,UFC,Wholesale,Bonheur,0,0,2023-10-30,0,0
4800017920904,Dry Peas 155g,,,Sevilla,Wholesale,,0,0,2023-10-30,0,0
4800022100070,Pork & Beans 175g,,,Hunts,Wholesale,New Staple,0,0,2023-10-30,0,0
4806504710119,SRDNS Reg 155g,,,Mega,Wholesale,Nucam,0,0,2023-10-30,0,0
4806504710126,SRDNS Chili 155g,,,Mega,Wholesale,Nucam,0,0,2023-10-30,0,0
4806504710928,Corned SRDNS Chili 155g,,,Mega,Wholesale,Nucam,0,0,2023-10-30,0,0
4806504710911,Corned SRDNS Reg 155g,,,Mega,Wholesale,Nucam,0,0,2023-10-30,0,0
4800163443043,SRDNS Reg 155g,,,Ligo,Wholesale,MTC,0,0,2023-10-30,0,0
4800163443036,SRDNS Chili 155g,,,Ligo,Wholesale,MTC,0,0,2023-10-30,0,0
4806503244080,SRDNS Reg 155g,,,Family's,Wholesale,JY Brothers,0,0,2023-10-30,0,0
4806503244097,SRDNS Chili 155g,,,Family's,Wholesale,JY Brothers,0,0,2023-10-30,0,0
4800249006612,Corned Tuna Reg 150g,,,San Marino,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249006599,Corned Tuna Reg 100g,,,San Marino,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249006674,Corned Tuna Chili 180g,,,San Marino,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249006650,Corned Tuna Reg 180g,,,San Marino,Wholesale,Ultimate,0,0,2023-10-30,0,0
4800249006636,Corned Tuna Chili 150g,,,San Marino,Wholesale,Ultimate,0,0,2023-10-30,0,0
748485100081,Tuna FIO 180g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
4808887291322,Mechado 155g,,,Ulam King,Wholesale,New Staple,0,0,2023-10-30,0,0
4808887291247,Caldereta 155g,,,Ulam King,Wholesale,New Staple,0,0,2023-10-30,0,0
748485100098,Tuna H&S 180g,,,Century,Wholesale,New Staple,0,0,2023-10-30,0,0
4800249010091,Corned Tuna Chili 100g,,,San Marino,Wholesale,Ultimate,0,0,2023-10-30,0,0
748485802220,Mechado 155g,,,Wow Ulam,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802077,Afritada 155g,,,Wow Ulam,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802060,Adobo 155g,,,Wow Ulam,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802084,Caldereta 155g,,,Wow Ulam,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802091,Lechon Paksiw 155g,,,Wow Ulam,Wholesale,New Staple,0,0,2023-10-30,0,0
748485802381,Menudo 155g,,,Wow Ulam,Wholesale,New Staple,0,0,2023-10-30,0,0
748485401225,Kremdensada 410ml,,,Angel,Wholesale,,0,0,2023-10-30,0,0
748485400808,Condensada 380g,,,Angel,Wholesale,,0,0,2023-10-30,0,0
4800575144910,Condensarap 374g,,,Cowbell,Wholesale,Alaska,0,0,2023-10-30,0,0
748485400716,Evaporada 410ml,,,Angel,Wholesale,,0,0,2023-10-30,0,0
4800575144958,Evapsarap 360ml,,,Cowbell,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575890787,Condensada 206g,,,Cowbell,Wholesale,Alaska,0,0,2023-10-30,0,0
4806516762632,CC Ube 390g,,,Jersey,Wholesale,DRRT,0,0,2023-10-30,0,0
4806516762441,CC Buko Pandan 390g,,,Jersey,Wholesale,DRRT,0,0,2023-10-30,0,0
4806516761888,CC Reg 390g,,,Jersey,Wholesale,DRRT,0,0,2023-10-30,0,0
4806014098059,Condensada 390g,,,Jollycow,Wholesale,New Staple,0,0,2023-10-30,0,0
9555513203017,Evaporada 370ml,,,Jersey,Wholesale,DRRT,0,0,2023-10-30,0,0
4800575140370,Evaporada 360ml,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575140158,Evaporada 140ml,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575130302,Condensada 370g,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575130166,Condensada 160ml,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575144095,Condensada Ube 380g,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4800575120303,Condensed Classic 300ml,,,Alaska,Wholesale,Alaska,0,0,2023-10-30,0,0
4805885172004,Liver Spread 230g,,,Reno,Wholesale,,0,0,2023-10-30,0,0
4805885171007,Liver Spread 85g,,,Reno,Wholesale,,0,0,2023-10-30,0,0
